npm 11.14.1-1
npth 1.8-1
nspr 4.39-1
nss 3.124-1
ntfs-3g 2026.2.25-1
numactl 2.0.19-1
nvidia-open-dkms 610.43.02-2
nvidia-prime 1.0-6
nvidia-settings 610.43.02-1
nvidia-utils 610.43.02-2
nvm 0.40.4-1
nvtop 3.3.2-1
nwg-look 1.1.1-1
obs-studio 32.1.2-4
obsidian 1.12.7-2
ocl-icd 2.3.4-1
ollama 0.24.0-1
onetbb 2023.0.0-1
oniguruma 6.9.10-1
openal 1.25.2-1
opencl-nvidia 610.43.02-2
opencode 1.15.13-1
opencolorio 2.5.1-1
opencore-amr 0.1.6-2
opencv 4.13.0-6
openexr 3.4.12-1
openh264 2.6.0-2
openimagedenoise 2.4.1-2
openimageio 3.1.12.1-1
openjpeg2 2.5.4-1
openjph 0.27.3-1
openpgl 0.7.1-1
openshadinglanguage 1.15.3.0-1
openssh 10.3p1-1
openssl 3.6.2-2
opensubdiv 3.7.0-1
opentimelineio 0.18.1-3
openvdb 13.0.0-1
openxr 1.1.60-1
opus 1.6.1-1
opusfile 0.12-4
orc 0.4.42-1
osinfo-db 20251212-1
ostree 2025.7-3
p11-kit 0.26.2-1
pacman 7.1.0.r9.g54d9411-2
pacman-contrib 1.13.1-1
pacman-mirrorlist 20260406-1
pahole 1:1.31-2
pam 1.7.2-2
pambase 20250719-1
pamixer 1.6-4
pango 1:1.57.1-1
pangomm 2.46.4-2
pangomm-2.48 2.56.1-1
papirus-icon-theme 20250501-1
parted 3.7-1
patch 2.8-1
patchelf 0.18.0-4
pavucontrol 1:6.2-1
pcaudiolib 1.3-1
pciutils 3.15.0-1
pcre 8.45-4
pcre2 10.47-1
pcsclite 2.5.0-1
perl 5.42.2-1
perl-class-inspector 1.36-10
perl-clone 0.50-1
perl-encode-locale 1.05-15
perl-error 0.17030-3
perl-file-listing 6.16-6
perl-file-sharedir 1.118-8
perl-html-parser 3.85-1
perl-html-tagset 3.24-4
perl-http-cookiejar 0.014-5
perl-http-cookies 6.11-4
perl-http-daemon 6.17-1
perl-http-date 6.06-5
perl-http-message 7.01-2
perl-http-negotiate 6.01-16
perl-io-html 1.004-8
perl-json 4.11-1
perl-libwww 6.83-1
perl-locale-gettext 1.07-16
perl-lwp-mediatypes 6.04-8
perl-mailtools 2.22-3
perl-net-http 6.24-2
perl-timedate 2.35-1
perl-try-tiny 0.32-4
perl-uri 5.34-2
perl-www-robotrules 6.03-1
perl-xml-parser 2.59-1
phodav 3.0-4
pinentry 1.3.2-2
pipewire 1:1.6.6-1
pipewire-alsa 1:1.6.6-1
pipewire-audio 1:1.6.6-1
pipewire-jack 1:1.6.6-1
pipewire-pulse 1:1.6.6-1
pixman 0.46.4-1
pkgconf 2.5.1-1
platformio-core 6.1.19-4
playerctl 2.4.1-5
polkit 127-3
polkit-qt6 0.201.1-1
ponysay 3.0.3-6
poppler 26.05.0-1
poppler-data 0.4.12-2
poppler-glib 26.05.0-1
poppler-qt6 26.05.0-1
popt 1.19-2
portaudio 1:19.7.0-4
portmidi 1:2.0.8-1
portsmf 234-3
potrace 1.16-5
power-profiles-daemon 0.30-1
pps-tools 1.0.3-2
prettier 3.8.1-1
procps-ng 4.0.6-1
protobuf 34.1-1
psmisc 23.7-2
ptex 2.5.2-1
pugixml 1.15-3
purpose 6.26.0-2
pybind11 3.0.4-1
pyenv 1:2.7.1-1
pyside6 6.11.1-1
pystring 1.1.5-1
python 3.14.5-1
python-aaf2 1.7.1-4
python-ajsonrpc 1.2.0-6
python-annotated-types 0.7.0-3
python-anyio 4.13.0-1
python-argcomplete 3.6.3-1
python-asgiref 3.11.1-1
python-astroid 4.2.0-1
python-attrs 26.1.0-1
python-autocommand 2.2.2-9
python-beautifulsoup4 4.14.3-2
python-bottle 0.13.4-1
python-build 1.4.3-1
python-cachecontrol 1:0.14.4-3
python-cachy 0.3.0-12
python-cairo 1.29.0-2
python-cattrs 26.1.0-1
python-certifi 2026.05.20-1
python-cffi 2.0.0-2
python-charset-normalizer 3.4.7-1
python-cleo 1:2.1.0-2
python-click 8.3.3-1
python-colorama 0.4.6-6
python-configargparse 1.7.5-1
python-contourpy 1.3.3-4
python-crashtest 0.4.1-5
python-cryptography 48.0.0-1
python-cycler 0.12.1-4
python-dateutil 2.9.0-8
python-dbus 1.4.0-2
python-dill 0.4.1-1
python-distlib 0.4.0-2
python-distro 1.9.0-4
python-docstring-to-markdown 0.17-2
python-dotenv 1.2.2-1
python-dulwich 1.1.0-1
python-editables 0.6-1
python-evdev 1.9.3-1
python-fastjsonschema 2.21.2-2
python-filelock 3.29.0-1
python-findpython 0.8.0-1
python-flit-core 4.0.0-1
python-fonttools 4.63.0-1
python-gobject 3.56.3-1
python-h11 0.16.0-2
python-hatch 1.16.5-1
python-hatch-vcs 0.5.0-4
python-hatchling 1.29.0-1
python-html5lib 1.1-17
python-httpcore 1.0.9-3
python-httptools 0.8.0-1
python-httpx 0.28.1-7
python-hyperlink 21.0.0-8
python-idna 3.16-1
python-ifaddr 0.2.0-7
python-importlib-metadata 9.0.0-1
python-iniconfig 2.3.0-1
python-installer 1.0.0-1
python-isort 9.0.0a3-1
python-jaraco.classes 3.4.0-3
python-jaraco.collections 5.1.0-3
python-jaraco.context 6.1.2-1
python-jaraco.functools 4.1.0-3
python-jaraco.text 4.0.0-4
python-jedi 0.19.2-4
python-jeepney 0.9.0-3
python-jinja 1:3.1.6-3
python-jsonschema 4.26.0-1
python-jsonschema-path 0.5.0-1
python-jsonschema-specifications 2025.9.1-2
python-keyring 25.7.0-3
python-kiwisolver 1.5.0-1
python-lark-parser 1.3.1-2
python-lazy-object-proxy 1.12.0-2
python-legacy-cgi 2.6.4-2
python-libtmux 0.58.0-1
python-linkify-it-py 2.1.0-1
python-lsprotocol 2025.0.0-2
python-lxml 6.1.1-1
python-magic 1:0.4.27-6
python-mako 1.3.11-1
python-markdown 3.10.2-1
python-markdown-it-py 4.0.0-2
python-markupsafe 3.0.3-1
python-marshmallow 4.1.1-1
python-matplotlib 3.10.9-1
python-mccabe 0.7.0-9
python-mdurl 0.1.2-9
python-moddb 0.14.0-2
python-more-itertools 11.1.0-1
python-msgpack 1.1.2-2
python-networkx 3.6.1-1
python-numpy 2.4.6-1
python-openapi-schema-validator 0.8.1-1
python-openapi-spec-validator 0.8.4-1
python-opengl 3.1.10-3
python-packaging 26.2-1
python-pandas 2.3.3-2
python-parso 1:0.8.6-1
python-pathable 0.6.0-1
python-pathspec 1.1.1-1
python-pbs-installer 2026.05.10-1
python-pexpect 4.9.0-7
python-pillow 12.2.0-1
python-pillow-heif 1.3.0-1
python-pip 26.1.1-1
python-pipx 1.13.0-1
python-pkg_resources 81.0.0-1
python-pkginfo 1.12.1.2-2
python-platformdirs 4.10.0-1
python-pluggy 1.6.0-3
python-poetry 2.4.1-1
python-poetry-core 2.4.1-1
python-poetry-plugin-export 1.10.0-1
python-pooch 1.9.0-1
python-psutil 7.2.2-1
python-ptyprocess 0.7.0-9
python-pycparser 3.00-1
python-pydantic 2.13.4-1
python-pydantic-core 3:2.46.4-1
python-pydantic-settings 2.14.1-1
python-pyelftools 0.32-2
python-pygame 2.6.1-5
python-pygls 2.1.1-1
python-pygments 2.20.0-1
python-pylint 4.0.5-1
python-pylint-venv 3.0.4-3
python-pyparsing 3.3.2-1
python-pyperclip 1.11.0-2
python-pyproject-hooks 1.2.0-6
python-pyserial 3.5-8
python-pytest 1:9.0.3-1
python-python-discovery 1.4.0-1
python-pytz 2026.1-1
python-pywal 3.3.0-11
python-rapidfuzz 3.14.5-1
python-referencing 0.37.0-3
python-requests 2.34.2-1
python-requests-toolbelt 1.0.0-6
python-rfc3339-validator 0.1.4-8
python-rich 15.0.0-1
python-rpds-py 2026.5.1-1
python-scipy 1.17.1-2
python-secretstorage 3.5.0-1
python-semantic-version 2.10.0-9
python-setuptools 1:82.0.1-1
python-setuptools-scm 10.0.5-1
python-shellingham 1.5.4-4
python-six 1.17.0-3
python-smartypants 2.0.2-2
python-sniffio 1.3.1-5
python-soupsieve 2.8.4-1
python-starlette 1.1.0-1
python-tabulate 0.10.0-1
python-textual 8.2.7-1
python-tomli-w 1.2.0-2
python-tomlkit 0.15.0-1
python-tqdm 4.67.3-1
python-trove-classifiers 2026.5.20.19-1
python-typing-inspection 0.4.2-2
python-typing_extensions 4.15.0-3
python-typogrify 2.1.0-2
python-uc-micro-py 2.0.0-1
python-urllib3 2.7.0-1
python-userpath 1.9.2-4
python-uv 0.11.17-1
python-uvloop 0.22.1-2
python-vcs-versioning 1.1.1-1
python-virtualenv 21.4.1-1
python-watchfiles 1.1.1-3
python-webencodings 0.5.1-13
python-websockets 16.0-1
python-wheel 0.47.0-1
python-wsproto 1.3.2-1
python-xdg-base-dirs 6.0.2-2
python-yaml 6.0.3-2
python-zeroconf 0.149.1-1
python-zipp 3.21.0-4
python-zstandard 0.25.0-2
qbittorrent 5.2.1-1
qca-qt6 2.3.10-7
qemu-audio-alsa 11.0.1-1
qemu-audio-dbus 11.0.1-1
qemu-audio-jack 11.0.1-1
qemu-audio-oss 11.0.1-1
qemu-audio-pa 11.0.1-1
qemu-audio-pipewire 11.0.1-1
qemu-audio-sdl 11.0.1-1
qemu-audio-spice 11.0.1-1
qemu-base 11.0.1-1
qemu-block-curl 11.0.1-1
qemu-block-dmg 11.0.1-1
qemu-block-gluster 11.0.1-1
qemu-block-iscsi 11.0.1-1
qemu-block-nfs 11.0.1-1
qemu-block-ssh 11.0.1-1
qemu-chardev-baum 11.0.1-1
qemu-chardev-spice 11.0.1-1
qemu-common 11.0.1-1
qemu-desktop 11.0.1-1
qemu-docs 11.0.1-1
qemu-emulators-full 11.0.1-1
qemu-full 11.0.1-1
qemu-hw-display-qxl 11.0.1-1
qemu-hw-display-virtio-gpu 11.0.1-1
qemu-hw-display-virtio-gpu-gl 11.0.1-1
qemu-hw-display-virtio-gpu-pci 11.0.1-1
qemu-hw-display-virtio-gpu-pci-gl 11.0.1-1
qemu-hw-display-virtio-gpu-pci-rutabaga 11.0.1-1
qemu-hw-display-virtio-gpu-rutabaga 11.0.1-1
qemu-hw-display-virtio-vga 11.0.1-1
qemu-hw-display-virtio-vga-gl 11.0.1-1
qemu-hw-display-virtio-vga-rutabaga 11.0.1-1
qemu-hw-s390x-virtio-gpu-ccw 11.0.1-1
qemu-hw-uefi-vars 11.0.1-1
qemu-hw-usb-host 11.0.1-1
qemu-hw-usb-redirect 11.0.1-1
qemu-hw-usb-smartcard 11.0.1-1
qemu-img 11.0.1-1
qemu-pr-helper 11.0.1-1
qemu-system-aarch64 11.0.1-1
qemu-system-alpha 11.0.1-1
qemu-system-alpha-firmware 11.0.1-1
qemu-system-arm 11.0.1-1
qemu-system-arm-firmware 11.0.1-1
qemu-system-avr 11.0.1-1
qemu-system-hppa 11.0.1-1
qemu-system-hppa-firmware 11.0.1-1
qemu-system-loongarch64 11.0.1-1
qemu-system-m68k 11.0.1-1
qemu-system-microblaze 11.0.1-1
qemu-system-microblaze-firmware 11.0.1-1
qemu-system-mips 11.0.1-1
qemu-system-or1k 11.0.1-1
qemu-system-ppc 11.0.1-1
qemu-system-ppc-firmware 11.0.1-1
qemu-system-riscv 11.0.1-1
qemu-system-riscv-firmware 11.0.1-1
qemu-system-rx 11.0.1-1
qemu-system-s390x 11.0.1-1
qemu-system-s390x-firmware 11.0.1-1
qemu-system-sh4 11.0.1-1
qemu-system-sparc 11.0.1-1
qemu-system-sparc-firmware 11.0.1-1
qemu-system-tricore 11.0.1-1
qemu-system-x86 11.0.1-1
qemu-system-x86-firmware 11.0.1-1
qemu-system-xtensa 11.0.1-1
qemu-tests 11.0.1-1
qemu-tools 11.0.1-1
qemu-ui-curses 11.0.1-1
qemu-ui-dbus 11.0.1-1
qemu-ui-egl-headless 11.0.1-1
qemu-ui-gtk 11.0.1-1
qemu-ui-opengl 11.0.1-1
qemu-ui-sdl 11.0.1-1
qemu-ui-spice-app 11.0.1-1
qemu-ui-spice-core 11.0.1-1
qemu-user 11.0.1-1
qemu-vhost-user-gpu 11.0.1-1
qemu-vmsr-helper 11.0.1-1
qhull 2020.2-5
qqc2-desktop-style 6.26.0-1
qrcodegencpp-cmake 1.8.0-4
qrencode 4.1.1-4
qscintilla-qt5 2.14.1-6
qt5-base 5.15.19+kde+r96-1
qt5-declarative 5.15.19+kde+r23-1
qt5-graphicaleffects 5.15.19-1
qt5-multimedia 5.15.19+kde+r2-1
qt5-quickcontrols2 5.15.19+kde+r5-1
qt5-script 5.15.19-4
qt5-serialport 5.15.19-1
qt5-speech 5.15.19+kde+r1-1
qt5-svg 5.15.19+kde+r5-1
qt5-tools 5.15.19+kde+r3-1
qt5-translations 5.15.19-1
qt5-wayland 5.15.19+kde+r55-1
qt5-x11extras 5.15.19-1
qt5ct 1.9-2
qt6-5compat 6.11.1-1
qt6-base 6.11.1-1
qt6-charts 6.11.1-1
qt6-declarative 6.11.1-2
qt6-multimedia 6.11.1-1
qt6-multimedia-ffmpeg 6.11.1-1
qt6-networkauth 6.11.1-1
qt6-positioning 6.11.1-1
qt6-quick3d 6.11.1-1
qt6-quicktimeline 6.11.1-1
qt6-serialport 6.11.1-1
qt6-shadertools 6.11.1-1
qt6-speech 6.11.1-1
qt6-svg 6.11.1-1
qt6-tools 6.11.1-1
qt6-translations 6.11.1-1
qt6-virtualkeyboard 6.11.1-1
qt6-wayland 6.11.1-1
qt6-webchannel 6.11.1-1
qt6-webengine 6.11.1-1
qt6ct 0.11-7
qtcreator 19.0.2-1
quazip-qt6 1.7.0-1
quickshell 0.3.0-1
qxlsx 1.5.0-4
raptor 2.0.16-9
rasqal 1:0.9.33-8
rav1e 0.8.1-2
rdma-core 63.0-1
re2 2:2025.11.05-3
re2c 4.5.1-1
readline 8.3.003-1
redland 1:1.0.17-10
rhash 1.4.6-1
ripgrep 15.1.0-3
rlwrap 0.48-1
rnnoise 1:0.2-1
robin-map 1.4.1-1
rofi 2.0.0-1
rofi-calc 2.5.1-1
rofimoji 6.7.0-2
rpcbind 1.2.8-1
rsync 3.4.3-1
rtkit 0.14-1
rtl-sdr 1:2.0.2-1
rtmpdump 1:2.6-2
rubberband 4.0.0-2
ruby 3.4.8-2
ruby-abbrev 0.1.2-1
ruby-base64 0.3.0-1
ruby-bigdecimal 3.3.1-2
ruby-bundled-gems 3.4.8-2
ruby-bundler 4.0.3-1
ruby-csv 3.3.5-1
ruby-debug 1.11.1-1
ruby-default-gems 3.4.8-2
ruby-drb 2.2.3-1
ruby-erb 4.0.4-9
ruby-getoptlong 0.2.1-1
ruby-irb 1.15.0-1
ruby-matrix 0.4.3-1
ruby-minitest 5.26.1-1
ruby-mutex_m 0.3.0-2
ruby-net-ftp 0.3.9-1
ruby-net-imap 0.5.12-1
ruby-net-pop 0.1.2-5
ruby-net-smtp 0.5.1-1
ruby-nkf 0.2.0-3
ruby-observer 0.1.2-3
ruby-power_assert 2.0.5-4
ruby-prime 0.1.4-1
ruby-racc 1.8.1-2
ruby-rake 13.3.1-1
ruby-rbs 3.8.0-2
ruby-rdoc 6.14.0-1
ruby-repl_type_completor 0.1.15-1
ruby-resolv-replace 0.2.0-1
ruby-rexml 3.4.4-1
ruby-rinda 0.2.0-2
ruby-rss 0.3.2-1
ruby-stdlib 3.4.8-2
ruby-syslog 0.4.0-1
ruby-test-unit 3.7.7-1
ruby-typeprof 0.30.1-2
rubygems 3.6.9-1
runc 1.4.2-1
rustup 1.29.0-2
rutabaga-ffi 0.1.75-1
sane 1.4.0-4
sassc 3.6.2-5
satty 0.20.1-2
sbc 2.2-1
scdoc 1.11.4-1
sdbus-cpp 2.3.1-1
sddm 0.21.0-7
sdl12-compat 1.2.68-2
sdl2-compat 2.32.68-1
sdl2_image 2.8.12-1
sdl2_mixer 2.8.2-1
sdl2_ttf 2.24.0-2
sdl3 3.4.8-1
sdl3_ttf 3.2.2-3
seabios 1.17.0-2
seatd 0.9.3-1
sed 4.10-1
semver 7.8.1-1
serd 0.32.8-1
serf 1.3.10-2
shaderc 2026.2-1
shadow 4.18.0-1
shared-mime-info 2.4-3
shiboken6 6.11.1-1
signon-kwallet-extension 26.04.1-1
signon-plugin-oauth2 0.25-4
signon-ui 0.17+20231016-4
signond 8.61-4
simde 0.8.2-1
simdjson 1:4.6.4-1
sl 5.05-5
slang 2.3.3-4
slurp 1.5.0-2
snappy 1.2.2-3
sndio 1.10.0-1
socat 1.8.1.1-1
sof-firmware 2025.12.2-1
solid 6.26.0-1
sonnet 6.26.0-1
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.1-1
source-highlight 3.1.9-18
spandsp 0.0.6-7
spdlog 1.17.0-2
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.16.0-2
spice-gtk 0.42-5
spice-protocol 0.14.5-1
spirv-tools 1:1.4.350.0-1
sqlite 3.53.1-1
squashfuse 0.6.1-1
sratom 0.6.22-1
srt 1.5.5-1
starship 1.25.1-1
startup-notification 0.12-9
steam 1.0.0.85-7
steam-devices 1.0.0.85-7
stellarium 26.1-1
stow 2.4.1-1
subversion 1.14.5-5
sudo 1.9.17.p2-2
suil 0.10.26-1
suitesparse 7.12.2-1
svt-av1 4.1.0-1
svt-hevc 1.5.1-4
swaync 0.11.0-1
syndication 6.26.0-1
systemd 260.2-2
systemd-libs 260.2-2
systemd-sysvcompat 260.2-2
taglib 2.3-1
tailscale 1.98.2-1
tar 1.35-2
tcl 8.6.16-1
tdb 1.4.15-1
tectonic 0.16.9-1
tesseract 5.5.2-1
tesseract-data-afr 2:4.1.0-5
tesseract-data-eng 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
texinfo 7.3-1
texlive-basic 2026.1-1
texlive-bin 2026.0-1
texlive-fontsrecommended 2026.1-1
texlive-latex 2026.1-1
texlive-latexextra 2026.1-1
texlive-latexrecommended 2026.1-1
texlive-pictures 2026.1-1
texlive-plaingeneric 2026.1-1
thunar 4.20.8-3
thunar-archive-plugin 0.6.0-1
thunar-volman 4.20.0-2
tinysparql 3.11.1-1
tk 8.6.16-1
tmux 3.6_b-2
tmuxp 1.70.0-1
tomlplusplus 3.4.0-2
tpm2-tss 4.1.3-1
trash-cli 0.24.5.26-3
tree 2.3.2-1
tree-sitter 0.26.9-1
tree-sitter-c 0.24.1-2
tree-sitter-cli 0.26.9-1
tree-sitter-javascript 0.25.0-2
tree-sitter-lua 0.5.0-3
tree-sitter-markdown 0.5.3-2
tree-sitter-python 0.25.0-2
tree-sitter-query 0.8.0-2
tree-sitter-rust 0.24.2-2
tree-sitter-vim 0.8.1-3
tree-sitter-vimdoc 4.1.0-2
tslib 1.24-1
ttf-cascadia-code-nerd 3.4.0-2
ttf-jetbrains-mono-nerd 3.4.0-2
ttf-liberation 2.1.5-2
ttf-roboto 3.015-1
ttyper 1.6.0-1
tumbler 4.20.1-1
twolame 0.4.0-4
tzdata 2026b-1
uchardet 0.0.8-4
udftools 2.3-3
udisks2 2.11.1-2
ufw 0.36.2-7
unibilium 2.1.2-1
unifdef 2.12-4
unrar 1:7.2.6-1
unzip 6.0-23
upower 1.91.2-1
uriparser 1.0.2-1
usbredir 0.15.0-1
usbutils 019-1
usd 26.05-3
uthash 2.3.0-3
util-linux 2.42.1-1
util-linux-libs 2.42.1-1
uv 0.11.17-1
uvicorn 0.38.0-2
v4l-utils 1.32.0-2
v4l2loopback-dkms 0.15.3-1
vamp-plugin-sdk 1:2.10-1
vapoursynth 75-3
vcpkg 2026.05.27-1
vde2 2.3.3-8
verdict 1.4.5-2
vid.stab 1.1.1-2
vim 9.2.0511-1
vim-runtime 9.2.0511-1
virglrenderer 1.3.0-2
virt-install 5.1.0-3
virt-manager 5.1.0-3
virtiofsd 1.13.3-1
vkd3d 1.19-1
vlc 3.0.23_2-3
vlc-cli 3.0.23_2-3
vlc-gui-qt 3.0.23_2-3
vlc-plugin-a52dec 3.0.23_2-3
vlc-plugin-alsa 3.0.23_2-3
vlc-plugin-archive 3.0.23_2-3
vlc-plugin-ass 3.0.23_2-3
vlc-plugin-dav1d 3.0.23_2-3
vlc-plugin-dbus 3.0.23_2-3
vlc-plugin-dbus-screensaver 3.0.23_2-3
vlc-plugin-faad2 3.0.23_2-3
vlc-plugin-ffmpeg 3.0.23_2-3
vlc-plugin-flac 3.0.23_2-3
vlc-plugin-freetype 3.0.23_2-3
vlc-plugin-gnutls 3.0.23_2-3
vlc-plugin-inflate 3.0.23_2-3
vlc-plugin-journal 3.0.23_2-3
vlc-plugin-jpeg 3.0.23_2-3
vlc-plugin-lua 3.0.23_2-3
vlc-plugin-matroska 3.0.23_2-3
vlc-plugin-mpg123 3.0.23_2-3
vlc-plugin-ogg 3.0.23_2-3
vlc-plugin-opus 3.0.23_2-3
vlc-plugin-png 3.0.23_2-3
vlc-plugin-pulse 3.0.23_2-3
vlc-plugin-shout 3.0.23_2-3
vlc-plugin-speex 3.0.23_2-3
vlc-plugin-srt 3.0.23_2-3
vlc-plugin-tag 3.0.23_2-3
vlc-plugin-theora 3.0.23_2-3
vlc-plugin-twolame 3.0.23_2-3
vlc-plugin-vorbis 3.0.23_2-3
vlc-plugin-vpx 3.0.23_2-3
vlc-plugin-x264 3.0.23_2-3
vlc-plugin-x265 3.0.23_2-3
vlc-plugin-xml 3.0.23_2-3
vlc-plugins-base 3.0.23_2-3
vlc-plugins-video-output 3.0.23_2-3
vmaf 3.1.0-1
volume_key 0.3.12-12
vte-common 0.84.0-1
vte3 0.84.0-1
vulkan-headers 1:1.4.350.0-1
vulkan-icd-loader 1.4.350.0-1
wavpack 5.9.0-1
waybar 0.15.0-2
wayland 1.25.0-1
wayland-protocols 1.48-1
wayland-utils 1.3.0-1
wayvnc 0.9.1-1
webkit2gtk-4.1 2.52.3-1
webp-pixbuf-loader 0.2.7-2
webrtc-audio-processing-1 1.3-5
wev 1.1.0-1
wf-recorder 0.6.0-1
wget 1.25.0-5
which 2.23-1
whois 5.6.6-1
wildmidi 0.4.6-1
wine 11.10-1
wireplumber 0.5.14-1
wireshark-cli 4.6.6-1
wireshark-qt 4.6.6-1
wl-clipboard 1:2.3.0-1
woff2 1.0.2-6
wolfssl 5.9.1-1
wpa_supplicant 2:2.11-5
wtype 0.4-2
wxwidgets-common 3.2.10-2
wxwidgets-gtk3 3.2.10-2
x11vnc 1:0.9.17-1
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xalan-c 1:1.12-12
xarchiver 0.5.4.26-1
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcur2png 0.7.1-9
xdg-dbus-proxy 0.1.7-1
xdg-desktop-portal 1.20.4-1
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.3.12-2
xdg-user-dirs 0.20-1
xdg-utils 1.2.1-2
xdotool 4.20260303.1-1
xerces-c 3.3.0-4
xf86-input-libinput 1.5.0-1
xf86-video-dummy 0.4.1-3
xfconf 4.20.0-2
xkeyboard-config 2.47-1
xmlsec 1.3.11-1
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.22-2
xorg-server-common 21.1.22-2
xorg-server-xvfb 21.1.22-2
xorg-setxkbmap 1.3.5-1
xorg-xauth 1.1.5-1
xorg-xdpyinfo 1.4.0-1
xorg-xhost 1.0.10-1
xorg-xkbcomp 1.5.0-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.4-1
xorg-xset 1.2.5-2
xorg-xwayland 24.1.11-2
xorgproto 2025.1-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.3-1
yaml-cpp 0.9.0-1
yarn 1.22.22-2
yyjson 0.12.0-1
zathura 2026.05.20-1
zathura-pdf-mupdf 2026.05.10-3
zbar 0.23.93-5
zenity 4.2.2-1
zeromq 4.3.5-3
zimg 3.0.6-1
zint 2.16.0-2
zip 3.0-13
zix 0.8.0-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zoxide 0.9.9-2
zram-generator 1.2.1-1
zsh 5.9-6
zsh-autosuggestions 0.7.1-1
zsh-completions 0.36.0-1
zstd 1.5.7-3
zvbi 0.2.44-1
zxing-cpp 3.0.2-1
zziplib 0.13.80-1
